ID,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
876,2020-05-25,61,84899,646,Employed,Bachelor,39,34936,36,Married,0,Mortgage,310,0.1698127577624881,3,2,0.0668373161988695,0,Home,0,23,10,2357,155,5445,25328,7074.916666666667,0.8458541938646863,2,6108,0.196936,0.1754694780785968,1255.0942676250324,0.2212173430959185,1
877,2020-05-26,33,35184,532,Employed,Bachelor,11,7654,60,Single,5,Mortgage,544,0.4148538815743661,2,1,0.3632248929256511,0,Auto,0,22,14,910,2345,95792,3088,2932.0,0.8384606558783633,6,92704,0.2466539999999999,0.214010203092359,208.79677120937848,0.2567519683524483,1
878,2020-05-27,42,124912,640,Unemployed,Master,20,47202,72,Single,1,Mortgage,419,0.3824106939001626,2,1,0.1112245797709778,0,Education,0,21,21,1213,5844,101344,4189,10409.333333333334,0.7585044073659031,5,97155,0.242202,0.2590331428296322,1297.7770034653986,0.1649267007299921,0
879,2020-05-28,39,116234,441,Employed,High School,20,23222,36,Married,0,Mortgage,400,0.5676775489791396,4,2,0.1777110553444911,0,Education,1,28,14,4531,3922,134031,37475,9686.166666666666,0.8029991462235817,3,96556,0.287722,0.2926387022062162,976.4709506267412,0.1421068827324268,1
880,2020-05-29,54,28950,582,Employed,High School,30,13141,96,Single,3,Mortgage,461,0.5215312832984327,6,1,0.4710257899600955,0,Home,1,27,26,3440,1379,83708,12763,2412.5,0.742395283659028,4,70945,0.257141,0.2608685684466595,327.1826714095217,0.3267078430713043,0
881,2020-05-30,70,120596,616,Employed,Master,48,18759,24,Single,2,Mortgage,541,0.3571742581228754,1,2,0.3099328960071888,0,Debt Consolidation,0,24,8,2767,234,32467,20378,10049.666666666666,0.6167693114746632,9,12089,0.185759,0.1725455068816017,929.7834915113611,0.1463514701825627,1
882,2020-05-31,33,38575,581,Employed,High School,9,19538,12,Widowed,1,Mortgage,247,0.0915005412434032,6,2,0.2775508567315699,0,Debt Consolidation,0,23,11,2524,1489,84226,3168,3214.583333333333,0.8132690753533406,7,81058,0.194038,0.2075411756765293,1816.952059184384,0.6420589685084279,0
883,2020-06-01,34,31385,492,Employed,Bachelor,8,9246,48,Married,0,Own,145,0.0417587498270834,7,1,0.2649798091989064,0,Debt Consolidation,0,24,27,696,304,24937,92699,2615.4166666666665,0.8160723336451928,6,3633,0.258246,0.263540682878602,313.5948386249854,0.1753429365461151,0
884,2020-06-02,52,94381,602,Employed,Bachelor,30,23896,48,Single,1,Mortgage,200,0.6453837193650956,4,0,0.3902727207030045,0,Education,0,27,11,516,798,140430,4093,7865.083333333333,0.9432128424022248,3,136337,0.217896,0.2042299659085064,732.5602548001391,0.1185696597578079,1
885,2020-06-03,48,26375,604,Employed,Associate,30,26134,84,Married,2,Mortgage,440,0.1403237437597846,0,2,0.231473616142842,0,Debt Consolidation,0,20,10,3359,1377,179031,16024,2197.9166666666665,0.8815098177016794,6,163007,0.249134,0.2490366699424041,659.8854860183227,0.5004218325012275,0
886,2020-06-04,62,21647,624,Employed,Bachelor,39,26478,60,Single,0,Rent,322,0.5075496593737124,8,0,0.2710076159198165,0,Debt Consolidation,0,26,6,478,3515,20585,31903,1803.9166666666667,0.8663037293093037,5,1784,0.219478,0.2386253019694676,759.6069142347259,0.5995880709020516,0
887,2020-06-05,47,30729,573,Employed,High School,24,9246,84,Married,1,Own,673,0.1227783273122479,1,1,0.1036622231466562,0,Auto,0,21,8,1703,574,11674,8038,2560.75,0.9570429134115012,0,3636,0.247746,0.2212349537631814,217.3019051220461,0.3476723245619627,0
888,2020-06-06,35,45694,556,Employed,Master,14,17886,60,Divorced,1,Own,468,0.0861190985265878,1,1,0.4707008284002604,0,Debt Consolidation,1,26,24,5350,2476,85243,2692,3807.8333333333335,0.8463194352654014,5,82551,0.244886,0.2604541171022193,535.9961929915676,0.2636660024488731,0
889,2020-06-07,47,16805,484,Employed,Associate,24,38653,72,Single,0,Own,781,0.1122948324332793,2,0,0.3524694589306805,0,Home,0,24,13,1090,572,19023,73322,1400.4166666666667,0.7791955806748248,3,10914,0.311653,0.3259965918762362,1228.380292562338,1.4348446004610569,0
890,2020-06-08,53,52961,622,Employed,High School,29,42613,24,Single,1,Mortgage,508,0.0809794354283351,3,2,0.3503489786313089,0,Debt Consolidation,0,26,16,1609,6339,164122,175655,4413.416666666667,0.7671941253254808,5,4112,0.206613,0.2237229989670007,2218.526123726076,0.617781263282659,0
891,2020-06-09,49,29798,621,Unemployed,Bachelor,28,18538,72,Single,0,Own,550,0.1619801147335994,2,0,0.2945226632082433,0,Home,0,18,14,2667,441,90214,50815,2483.1666666666665,0.8829940868163844,5,39399,0.223038,0.1940084944979187,437.6228248183458,0.3977271594677546,0
892,2020-06-10,46,21626,588,Employed,High School,24,41310,48,Married,1,Rent,237,0.1959239542514353,4,0,0.3948390788055596,0,Education,0,22,29,3950,2520,160131,89202,1802.1666666666667,0.7006109425569667,3,70929,0.24231,0.2320921079951306,1328.785881548595,0.8688352251263821,0
893,2020-06-11,52,78977,595,Unemployed,Bachelor,27,19339,36,Single,1,Other,600,0.0806706120499853,4,0,0.1764498189058663,0,Auto,0,24,1,572,583,15628,153664,6581.416666666667,0.9462050774061532,5,5433,0.206839,0.2070353071842726,725.6576891170773,0.2014243674665399,0
894,2020-06-12,54,38014,496,Employed,Bachelor,33,22825,48,Married,2,Other,157,0.3818294588215586,1,2,0.0821547594831074,0,Home,0,15,9,6788,6194,69925,66134,3167.833333333333,0.7313810128053315,6,3791,0.269825,0.2436613985189146,748.7645528796997,0.2859255704360603,0
895,2020-06-13,56,104364,630,Employed,High School,33,27665,48,Single,1,Other,430,0.5005759441650399,7,0,0.4682627072712458,0,Auto,0,21,29,2596,1243,261633,31049,8697.0,0.5191434777445915,6,230584,0.207665,0.1744437174983361,804.649174194092,0.1419626508214432,1
896,2020-06-14,47,57319,586,Employed,High School,29,16782,48,Married,1,Rent,625,0.1929665330054051,2,1,0.2290689806094586,0,Home,0,26,13,1939,3623,83307,7037,4776.583333333333,0.7204742591100912,5,76270,0.218782,0.2625384,568.2431346329552,0.2498110158166657,0
897,2020-06-15,37,39729,550,Employed,High School,17,22615,120,Single,3,Mortgage,772,0.5919153631815922,3,3,0.38194845760673,0,Home,0,17,24,482,255,71515,39812,3310.75,0.9885239072961444,6,31703,0.3026149999999999,0.3266780800701805,641.1914688511055,0.4268493449674864,0
898,2020-06-16,41,81914,547,Employed,High School,18,37632,48,Married,5,Mortgage,374,0.3947718435974927,3,0,0.1723586903735764,0,Other,0,21,15,671,358,176730,15959,6826.166666666667,0.7137816390877825,3,160771,0.259132,0.2712343545490054,1292.7497066544554,0.2441706726548998,0
899,2020-06-17,54,66964,592,Employed,Associate,29,36730,36,Single,1,Rent,352,0.3216328188469825,5,0,0.0421482879958952,0,Debt Consolidation,0,21,4,18222,372,130469,20705,5580.333333333333,0.7786535392119431,5,109764,0.22573,0.2018419624253869,1368.4680764563873,0.3083091947535489,0
900,2020-06-18,30,51426,633,Employed,Master,10,29377,60,Married,2,Mortgage,245,0.2321145764455349,8,1,0.5139892428646902,0,Other,0,30,19,817,2054,62958,23139,4285.5,0.67206026721942,12,39819,0.217877,0.2238807188288532,817.8559348833085,0.2480121187453759,0
901,2020-06-19,44,51497,592,Employed,High School,21,26464,96,Single,1,Rent,222,0.1239259175273563,3,0,0.1922376241308354,0,Home,0,28,21,5081,398,103852,67029,4291.416666666667,0.8161276910885951,11,36823,0.265464,0.2128634856046196,575.9178495160503,0.1859334367864653,0
902,2020-06-20,35,69649,558,Employed,High School,13,22969,24,Divorced,1,Mortgage,256,0.40700984685478,2,4,0.3714164661574493,0,Education,0,24,29,3011,4044,45756,134827,5804.083333333333,0.6806939296403562,6,5634,0.2189689999999999,0.2310718345081983,1204.1850787677472,0.2515789307127592,0
903,2020-06-21,40,22203,513,Unemployed,Associate,16,17766,72,Married,0,Own,182,0.3369691662596494,2,0,0.6250084883277941,0,Home,1,22,6,1776,654,22480,39755,1850.25,0.7181790903358609,4,4998,0.276266,0.2327446913134013,459.9288028805943,0.3469416580897685,0
904,2020-06-22,55,262144,575,Employed,Bachelor,35,10795,48,Married,0,Rent,561,0.162445450074351,2,0,0.3386052197166183,0,Auto,0,18,14,1814,491,104590,6540,21845.33333333333,0.5574922647370455,4,98050,0.218295,0.2186694348420965,339.3288047424316,0.0412137819553725,1
905,2020-06-23,42,49736,527,Employed,Bachelor,19,38545,60,Married,4,Other,183,0.1147664837783412,3,1,0.1726727081539076,0,Auto,0,24,28,615,445,12481,43266,4144.666666666667,0.8691206525636495,3,10424,0.280045,0.2528308386324623,1137.7526918539618,0.3186631876758794,0
906,2020-06-24,40,52667,600,Employed,Master,19,35591,48,Divorced,0,Rent,376,0.1497568235859471,1,3,0.256395880369652,0,Home,0,29,23,2154,701,61128,11341,4388.916666666667,0.833780353533901,4,49787,0.230591,0.2356957569268359,1151.8791854625206,0.348122168066346,0
907,2020-06-25,23,15825,490,Employed,Associate,0,18994,36,Married,2,Other,519,0.1834817201234318,5,1,0.1136392313059364,0,Auto,0,23,16,966,159,38696,3049,1318.75,0.7928401817630276,5,35647,0.258994,0.2748212385907382,780.3553288568042,0.9852931403653492,0
908,2020-06-26,48,56667,539,Employed,High School,25,15356,36,Married,3,Own,678,0.414347105731304,2,0,0.2764306283766944,0,Education,0,21,21,2534,447,38367,8453,4722.25,0.7186695199963992,7,29914,0.230856,0.2123175098264589,580.3671495260947,0.2664761818044565,0
909,2020-06-27,47,52606,592,Employed,High School,25,36055,36,Single,0,Other,534,0.3500969781853384,6,0,0.1766274891870508,0,Education,0,26,16,903,657,139737,40901,4383.833333333333,0.790220473130807,1,98836,0.225055,0.2086858472501223,1355.9430069608225,0.4311165282197823,0
910,2020-06-28,65,27956,540,Employed,High School,42,25975,84,Married,1,Own,585,0.3010452695458699,7,0,0.4260959093052031,0,Home,0,26,16,6895,1294,100550,6823,2329.6666666666665,0.9673226101383052,5,93727,0.280975,0.2553764994941792,666.4251746084093,0.5371691978573798,0
911,2020-06-29,36,23081,624,Self-Employed,Bachelor,13,24333,48,Married,0,Mortgage,354,0.2202947190841814,3,2,0.4369808520179128,0,Other,0,30,29,1514,866,19722,8471,1923.4166666666667,0.825509598364959,5,11251,0.207333,0.2048134065683004,746.7166709562646,0.5722715675869838,0
912,2020-06-30,42,32497,630,Employed,Bachelor,20,16446,60,Married,0,Other,222,0.2447157426657311,3,1,0.0788685022779019,0,Other,0,31,16,4617,4175,41865,8459,2708.083333333333,0.8215779620234696,2,33406,0.206446,0.1855597046739601,422.61026134901135,0.238031914828696,0
913,2020-07-01,42,38876,594,Employed,High School,20,11051,120,Married,0,Own,994,0.0444391990246032,2,1,0.4136710169289986,0,Education,0,25,12,6641,192,66734,30973,3239.6666666666665,0.7748394208949557,3,35761,0.269051,0.3111049809806939,300.42840206469134,0.3995560454978984,0
914,2020-07-02,58,75611,624,Employed,Master,35,20594,36,Married,5,Rent,315,0.1172007589819198,4,3,0.1629777747941242,0,Home,0,20,21,18821,3279,64214,31813,6300.916666666667,0.6252085742155924,7,32401,0.193594,0.1926556063142787,757.6620225313786,0.1702390428691135,1
915,2020-07-03,38,55313,612,Employed,Master,15,17526,12,Married,1,Mortgage,272,0.3450509689693421,1,1,0.125392194816948,0,Education,0,21,10,364,523,54157,9787,4609.416666666667,0.790628932174599,8,44370,0.176526,0.1885015087352322,1613.8830555583174,0.4091370322835465,0
916,2020-07-04,43,53319,610,Employed,Master,22,13677,72,Married,3,Mortgage,293,0.265977017653183,5,0,0.3371968156059506,0,Home,0,20,16,840,575,37665,4960,4443.25,0.8981515037212844,3,32705,0.223677,0.2384401276414981,358.77805733846844,0.1466894857004373,1
917,2020-07-05,47,66851,621,Employed,High School,25,19329,48,Married,0,Rent,237,0.1348412595479366,2,0,0.1622820583509191,0,Education,0,29,10,1418,525,234089,69707,5570.916666666667,0.8798376879893417,3,164382,0.203829,0.1766309338677824,564.3921929145179,0.1438528416175407,1
918,2020-07-06,42,70459,607,Employed,High School,22,20544,84,Married,1,Rent,412,0.1230763824032599,3,1,0.328994605397279,0,Education,0,21,4,3025,1318,61017,38282,5871.583333333333,0.947986271855099,5,22735,0.242044,0.2375139393360358,503.7153355955774,0.1559571385791301,0
919,2020-07-07,34,44975,462,Employed,High School,12,35781,36,Single,3,Rent,309,0.3952218720367015,5,1,0.0298418105478299,0,Home,0,25,28,2128,652,89673,25450,3747.9166666666665,0.7703969815731525,4,64223,0.2897809999999999,0.2964436224448136,1511.9984953620633,0.4858695262778157,0
920,2020-07-08,42,61100,554,Employed,Associate,21,52287,24,Married,5,Own,205,0.0457029436231782,5,0,0.2071801691941159,0,Education,0,29,25,4874,1238,179297,39097,5091.666666666667,0.8447741697888747,5,140200,0.250287,0.2425476741653248,2771.1241628653665,0.5845088372239672,0
921,2020-07-09,52,57865,575,Employed,Associate,28,33488,48,Married,0,Mortgage,917,0.7501809213171026,1,2,0.3115949795016123,0,Home,0,21,4,1512,1228,16138,17833,4822.083333333333,0.8180564090540712,4,6506,0.240988,0.2460067696210927,1102.920537658278,0.4188895956432962,0
922,2020-07-10,27,44921,546,Unemployed,Master,3,22941,60,Married,1,Rent,521,0.2227018929274375,3,0,0.598544306964916,0,Auto,0,24,22,908,2483,27723,24893,3743.4166666666665,0.7800374814428922,5,2830,0.254941,0.2039528,612.8528221669151,0.3028924971840115,0
923,2020-07-11,41,26230,546,Employed,High School,20,28973,48,Married,2,Rent,589,0.4755383278506253,2,0,0.2607288941028798,0,Debt Consolidation,0,28,27,1995,1381,95525,34960,2185.833333333333,0.7822418349904978,8,60565,0.250973,0.2420773366221425,947.9033928201048,0.703120118712972,0
924,2020-07-12,31,55082,542,Employed,Bachelor,9,32621,72,Divorced,2,Mortgage,474,0.1283708946741647,2,1,0.3377567439544325,0,Education,0,22,17,726,425,112258,31404,4590.166666666667,0.9030135923656676,7,80854,0.276621,0.2831288656297299,946.1732304984577,0.3093946981950817,0
925,2020-07-13,54,74215,638,Employed,Bachelor,30,64916,84,Single,0,Rent,607,0.5121839983254713,2,2,0.4800674492288393,0,Home,0,24,24,94,1259,35965,125280,6184.583333333333,0.6747800178550377,3,10538,0.270916,0.2366842019468332,1588.271722603231,0.3549587101157282,0
926,2020-07-14,21,52859,571,Employed,High School,0,26984,12,Married,1,Mortgage,261,0.2953946005626593,6,0,0.4647611192666189,0,Home,0,20,7,1336,1709,99479,13718,4404.916666666667,0.9673645884054164,6,85761,0.206484,0.1651872,2454.910093187099,0.6165633310930057,0
927,2020-07-15,33,53732,492,Employed,High School,12,20640,72,Married,0,Rent,632,0.2561279133301732,7,1,0.133388087994348,0,Home,1,33,11,2680,1206,31684,82070,4477.666666666667,0.7655007118314835,1,10154,0.28964,0.2747111465776083,587.6843826882496,0.2723928495544367,0
928,2020-07-16,44,44997,567,Employed,Bachelor,24,16101,72,Divorced,1,Mortgage,391,0.2857034364162661,1,2,0.2709395254972464,1,Auto,0,24,11,1236,421,31278,36878,3749.75,0.7517408121326189,6,1858,0.247601,0.2311990525528504,415.3276364122447,0.2150350387125127,0
929,2020-07-17,58,51640,494,Employed,Bachelor,34,15605,12,Divorced,1,Rent,436,0.304999248685873,4,0,0.3856512884302089,1,Education,0,26,19,2045,5736,86014,18538,4303.333333333333,0.954722673036247,5,67476,0.233605,0.2401091871467948,1475.6849636311752,0.4442335314402421,0
930,2020-07-18,39,43350,554,Unemployed,Doctorate,15,13925,96,Married,2,Rent,607,0.4535620436023393,2,0,0.1891864060760223,0,Home,0,24,10,423,1160,126006,13457,3612.5,0.7266186555661122,7,112549,0.271925,0.2267151227694254,315.38363564633994,0.2553311102135197,0
931,2020-07-19,33,34063,428,Employed,Master,11,18291,36,Single,2,Rent,513,0.6186018588022177,9,2,0.3793337601754854,0,Debt Consolidation,0,36,11,4946,484,18663,5657,2838.583333333333,0.8081032058149492,6,13006,0.2892909999999999,0.3391658023622353,816.2354223098703,0.4682742291553428,0
932,2020-07-20,62,87307,628,Employed,Master,38,16604,72,Married,1,Mortgage,976,0.1110747281980786,7,1,0.5191105108550835,0,Education,0,29,13,694,620,52359,11879,7275.583333333333,0.6307172966961486,2,40480,0.217604,0.2466465383445276,443.8542858766453,0.1951533259706523,0
933,2020-07-21,22,15130,599,Employed,Bachelor,4,22821,48,Widowed,0,Rent,606,0.0682424889630504,3,1,0.3728702091290612,1,Debt Consolidation,0,26,1,873,105,62221,12311,1260.8333333333333,0.935090273497996,3,49910,0.218321,0.2303940977495279,731.9394724057051,1.0611549021063096,0
934,2020-07-22,18,143933,582,Unemployed,High School,0,26569,84,Married,1,Rent,368,0.0750651982109077,1,0,0.6014036684627158,0,Education,0,19,18,1254,1523,48968,4229,11994.416666666666,0.9791016002157008,4,44739,0.260569,0.213841502597608,612.338001406208,0.0817328619348898,1
935,2020-07-23,45,197517,591,Employed,Master,23,31742,60,Married,2,Mortgage,601,0.384336651090893,4,0,0.1099696544375875,0,Home,0,20,19,746,1800,47453,67936,16459.75,0.9269223068676712,2,9807,0.241242,0.2288145767564503,892.6613998004332,0.0907462992937579,1
936,2020-07-24,33,55332,581,Employed,Master,10,43374,60,Married,0,Mortgage,179,0.3185344764651091,1,1,0.2012215107448316,0,Auto,0,24,24,1075,4128,71334,40044,4611.0,0.8275327679104671,4,31290,0.257874,0.2300899632162696,1222.9576922581796,0.3040463440160875,0
937,2020-07-25,27,59383,561,Employed,Associate,5,10466,48,Single,1,Mortgage,512,0.2581775497875928,3,1,0.0554451698078852,0,Debt Consolidation,0,32,27,23163,173,68824,1950,4948.583333333333,0.8336674475642031,4,66874,0.224966,0.2448185949685735,344.004818191566,0.1729797722967649,1
938,2020-07-26,48,76133,520,Employed,Associate,23,15151,24,Single,0,Rent,603,0.2205014151943181,3,0,0.324215883292558,0,Other,0,37,25,2950,391,382775,77560,6344.416666666667,0.7648611568300372,3,305215,0.230151,0.2492446912544189,808.0578463571641,0.2224093908855026,1
939,2020-07-27,42,37449,649,Employed,Bachelor,22,19647,60,Married,1,Own,265,0.4906157978689311,2,2,0.1901891804257789,0,Education,0,27,27,2886,2069,4955,11229,3120.75,0.9582600542478358,7,6215,0.200147,0.2139560591409521,535.8989006702892,0.2566366740912567,0
940,2020-07-28,33,91948,644,Employed,Doctorate,8,29198,48,Single,2,Own,544,0.2192714495308964,2,0,0.3561480043207065,0,Debt Consolidation,0,34,25,932,2388,173974,27727,7662.333333333333,0.7264648063800055,2,146247,0.202198,0.183107004803053,862.4389374433966,0.1835523040122761,1
941,2020-07-29,24,66571,515,Employed,High School,1,26638,48,Divorced,1,Mortgage,396,0.2742728864954702,2,1,0.3509193962818566,0,Auto,0,31,11,29297,352,29649,45049,5547.583333333333,0.8108085161708349,5,5389,0.264138,0.2521513224498721,886.4388444333053,0.231170721984042,0
942,2020-07-30,50,20733,592,Employed,Bachelor,26,21898,48,Married,5,Own,819,0.145421633037277,4,3,0.0975359359341006,0,Auto,0,24,15,2262,7765,72883,12516,1727.75,0.7450482702097886,8,60367,0.220898,0.2283948440997633,699.9387246248384,0.8791426564172122,0
943,2020-07-31,47,21176,577,Employed,Master,25,9330,72,Single,3,Mortgage,519,0.338449484505964,2,3,0.4975178339308396,0,Home,0,26,21,9557,301,45008,33782,1764.6666666666667,0.8236604814245561,6,11226,0.23583,0.2614950529917142,257.94471707249767,0.4402784569734592,0
944,2020-08-01,38,74407,598,Employed,Bachelor,18,16099,24,Single,1,Mortgage,377,0.4926486495180965,2,2,0.017208602727361,0,Education,0,31,20,2989,921,384020,48690,6200.583333333333,0.8902614200698574,8,335330,0.192099,0.2119481273999431,828.7988803465925,0.1944653939032498,1
945,2020-08-02,62,56927,602,Employed,Bachelor,38,21949,72,Single,1,Other,538,0.1261083702810278,7,1,0.1864894771409196,0,Education,0,35,21,4629,1319,51066,66917,4743.916666666667,0.853113717698528,4,1784,0.235949,0.2309345364579927,565.8286628542226,0.2326829791531377,0
946,2020-08-03,27,40187,587,Self-Employed,Master,4,23575,24,Married,3,Rent,321,0.3464082974946637,5,1,0.2075517820873463,0,Debt Consolidation,1,23,20,1262,331,67734,113343,3348.9166666666665,0.7857330201467803,3,6018,0.2050749999999999,0.2164319840342404,1218.8775810300774,0.4598136455162348,0
947,2020-08-04,21,28473,480,Employed,High School,0,31204,36,Married,1,Other,402,0.4045978782188734,4,2,0.1526735884330519,0,Home,0,23,28,1378,3286,19618,2894,2372.75,0.7306340866528733,3,16724,0.276204,0.3088482351386412,1339.826781322543,0.7340962095975315,0
948,2020-08-05,31,24627,480,Employed,High School,9,12468,120,Single,0,Rent,719,0.3461991647251606,3,1,0.4017479351213429,0,Debt Consolidation,0,24,28,5355,1091,30292,31220,2052.25,0.8106698928715417,4,1011,0.327468,0.3712039367412378,395.9117461576433,0.54326312396523,0
949,2020-08-06,39,35335,590,Unemployed,Associate,17,26213,72,Married,1,Own,296,0.3484840817964967,2,1,0.1684553049702884,0,Education,0,26,8,814,3679,69154,28920,2944.583333333333,0.9117584715548354,9,40234,0.246213,0.1969704,623.280625242968,0.3121937881113801,0
950,2020-08-07,42,21350,615,Employed,High School,17,30703,60,Single,0,Rent,382,0.3920712119774311,0,1,0.5146903206882213,0,Home,0,25,4,1322,1700,13986,8798,1779.1666666666667,0.5632097663599221,3,5188,0.228203,0.2340304090419104,872.6564809054187,0.7051933382138185,0
951,2020-08-08,37,94266,508,Employed,Associate,11,44312,36,Divorced,0,Other,446,0.1893132603077571,4,1,0.0807500704222867,0,Education,0,23,1,2726,2384,153079,20083,7855.5,0.9277379198311424,9,132996,0.275312,0.2622339551596785,1790.6354115372328,0.2847222215692486,0
952,2020-08-09,44,49778,607,Employed,High School,21,18699,60,Married,1,Mortgage,909,0.2602905574174547,6,3,0.3532529511162283,0,Debt Consolidation,0,29,20,2017,684,14388,67592,4148.166666666667,0.7510881954572906,3,6575,0.2201989999999999,0.2492089591827593,547.9735517035908,0.3512331274949393,0
953,2020-08-10,24,50203,557,Employed,Bachelor,3,22221,84,Married,2,Mortgage,269,0.2772887445624381,2,1,0.5985478271093838,0,Debt Consolidation,0,31,21,7969,1571,12318,63716,4183.583333333333,0.951820387496204,3,9432,0.268721,0.2715157225120059,593.3741511310988,0.2061328967108178,0
954,2020-08-11,57,79895,604,Employed,Associate,33,26056,60,Widowed,4,Mortgage,472,0.1714560300097165,5,1,0.2294578800489472,0,Home,0,16,15,1315,740,154939,7974,6657.916666666667,0.9039437823609874,6,146965,0.2290559999999999,0.1894166112389788,675.0708700749744,0.1722867568796507,1
955,2020-08-12,39,233389,613,Employed,Bachelor,17,10552,72,Single,4,Rent,918,0.1106381331026723,2,0,0.0823315296958487,0,Auto,0,23,3,2057,1298,92685,14720,19449.08333333333,0.9350543886902076,4,77965,0.219052,0.2166133557586836,263.0138578766682,0.0607233686871275,1
956,2020-08-13,53,25603,557,Employed,High School,29,44199,36,Widowed,4,Rent,266,0.0398519013671767,2,0,0.2296805927933689,0,Debt Consolidation,0,27,6,2671,1169,53542,37634,2133.583333333333,0.8102471765925062,7,15908,0.250699,0.2495655497032551,1756.3291204269592,0.9478556983604854,0
957,2020-08-14,44,15000,600,Employed,High School,22,36179,48,Married,0,Own,189,0.2108794202226359,6,2,0.0370469962195334,0,Education,0,29,3,11619,3006,91822,7290,1250.0,0.7448797573454112,3,84532,0.231179,0.2099372120665779,1120.1857002640745,1.0473485602112595,0
958,2020-08-15,45,40484,540,Self-Employed,High School,19,16122,36,Married,1,Own,1249,0.3174247034544829,1,3,0.1266983671148224,0,Home,0,31,11,1353,2830,154653,2472,3373.6666666666665,0.7778465579331018,10,152181,0.231122,0.2043281142761129,602.7125757095563,0.5488724164735371,0
959,2020-08-16,46,16070,493,Employed,High School,25,11614,36,Widowed,0,Mortgage,113,0.242373743526099,3,1,0.2108839297282592,0,Home,0,21,7,6991,468,192381,6841,1339.1666666666667,0.7226298854516862,5,185540,0.2501139999999999,0.2808866564091296,480.9532122115429,0.4435244895170201,0
960,2020-08-17,45,38054,568,Employed,High School,22,24848,96,Married,0,Other,1136,0.0863956824812896,4,2,0.170120618558207,0,Other,0,23,26,9699,1430,25374,7304,3171.1666666666665,0.8722190693682754,7,18070,0.275848,0.293554269563934,674.0867349033869,0.5707952073064761,0
961,2020-08-18,47,70915,597,Employed,High School,25,37814,60,Single,3,Mortgage,613,0.0509797414408291,1,1,0.4019111252231536,0,Home,0,27,22,515,1489,61902,30048,5909.583333333333,0.919603355361024,3,31854,0.2443139999999999,0.2552106075129354,1121.471983041224,0.2935015694351645,0
962,2020-08-19,55,148125,611,Employed,Bachelor,33,14871,36,Married,1,Own,216,0.2539669579906754,1,2,0.2688533777329469,0,Home,0,24,28,1832,1279,35192,32353,12343.75,0.9455455413365624,4,2839,0.194371,0.1967399366710218,550.1925419343063,0.0620712945364501,1
963,2020-08-20,42,17066,534,Employed,High School,20,15905,36,Married,2,Mortgage,545,0.402115650326969,3,0,0.0382358550302074,0,Education,0,30,10,858,208,61716,7531,1422.1666666666667,0.8623086780466716,7,54185,0.233905,0.2262264947644153,612.5543625208211,0.8139372055695449,0
964,2020-08-21,48,25702,590,Employed,Associate,24,24205,72,Married,0,Own,749,0.314712988384499,5,0,0.646198183774413,0,Debt Consolidation,0,24,12,1436,1584,51463,28259,2141.833333333333,0.940925223202992,7,23204,0.244205,0.2071377928315,589.8362810735493,0.6250889180951907,0
965,2020-08-22,38,47367,508,Unemployed,High School,14,17461,24,Widowed,2,Rent,397,0.5771367165094432,2,1,0.3212741778117425,0,Other,0,23,17,10708,2728,43113,5339,3947.25,0.906406471029056,9,37774,0.238461,0.2224428431056112,907.952238771792,0.3305978184234067,0
966,2020-08-23,57,90966,599,Employed,Master,33,30257,120,Married,3,Rent,322,0.1903984782261999,3,2,0.0611072911970324,0,Education,0,27,19,8749,5387,75202,12462,7580.5,0.9065531862472366,3,62740,0.285757,0.25761969623178,704.6451939317474,0.1354323849260269,1
967,2020-08-24,31,64315,555,Employed,High School,9,16274,60,Divorced,2,Rent,232,0.4950876267063006,3,1,0.3051704756454472,0,Debt Consolidation,0,16,11,34002,414,90652,25766,5359.583333333333,0.9269835031952202,2,64886,0.243774,0.269850195067584,496.7862176873738,0.1359781483673869,0
968,2020-08-25,61,129517,533,Employed,Associate,38,29430,48,Married,2,Own,510,0.2772359269371839,6,0,0.1350650704450657,0,Auto,0,35,23,12494,179,125804,10954,10793.083333333334,0.9595799974420168,2,114850,0.25793,0.2622008147313441,995.9477959410482,0.1395289695661,1
969,2020-08-26,39,72616,484,Unemployed,Associate,15,13405,72,Single,3,Mortgage,559,0.3528307519276867,3,1,0.4509365494166241,0,Other,0,23,10,514,2413,175830,17866,6051.333333333333,0.8250685816870355,9,157964,0.286405,0.2893737961753978,394.1402823074178,0.1575091355581278,0
970,2020-08-27,22,36986,565,Employed,Bachelor,0,12243,96,Single,5,Rent,283,0.2704229247797671,3,1,0.0188172292991442,1,Debt Consolidation,0,33,1,3297,876,37652,70553,3082.1666666666665,0.6679633905109322,2,9348,0.264743,0.2431192913357061,290.3801012223561,0.1860315042088431,0
